identifier,measure,subject,period.start,period.end,measureScore.rate,measureScore.denominator,measureScore.range
d16b4cf4-2af8-4093-9c4f-f14a51b4d213,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-03-01,2024-03-31,0.84,3923,0
876e0d11-256b-4db7-a18c-5d82320d639f,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-04-01,2024-04-30,0.95,1900,0
a1b603f8-3ead-441f-8b4e-3c09056da852,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-05-01,2024-05-31,0.83,3986,0
1f0e31c2-9600-417f-b27e-65276f24f34c,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-06-01,2024-06-30,0.92,3929,0
3b3f5fc9-ba1c-4b9d-8d97-0cdf8b760e31,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-07-01,2024-07-31,0.61,4964,0
0bfbafcb-ff03-40df-8b80-358ff1af84ea,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-08-01,2024-08-31,0.8,4823,0
c6fc4382-2af4-4dee-963e-c4809c240419,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-09-01,2024-09-30,0.82,549,0
801dea3e-d576-4026-83d7-91d64c4aa0c5,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-10-01,2024-10-31,0.65,4033,0
94f42d74-372c-4b95-a024-13bcd93fbef5,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-11-01,2024-11-30,0.77,406,0
864ce9aa-7def-440e-a6dc-c7bcc1f57df1,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-12-01,2024-12-31,0.66,3747,0
c74b15b9-39ef-4a55-a156-bff6380fe9b2,Discharge-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2025-01-01,2025-01-31,0.75,3622,0
09c345a8-5ffa-422a-9ff0-0eba4b422d11,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-02-01,2024-02-29,0.68,421,0
147b7b6b-fe34-409b-82d4-6131a8b30cf2,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-03-01,2024-03-31,1.0,2592,0
0d55879e-e533-4c38-94e3-770a642d7f5d,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-04-01,2024-04-30,1.0,2949,0
2c944904-8b50-41a3-8f6a-da75d25e7682,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-05-01,2024-05-31,1.0,968,0
d94e05af-374d-4bc6-9864-b5069d93e8d3,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-06-01,2024-06-30,1.0,1922,0
9d320ac5-a65a-4dc5-b5eb-a584cdd205e2,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-07-01,2024-07-31,0.77,302,0
f86c075d-d4fe-4b04-85e6-889fb8bf4041,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-08-01,2024-08-31,0.99,623,0
67d5d97a-639b-46f2-94a9-cb0fb5117a72,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-09-01,2024-09-30,0.93,2681,0
c945570d-acfb-447e-b501-57b2a70dd6c3,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-10-01,2024-10-31,0.8,3997,0
dfd53480-b128-4e6b-bf13-fe3186f231bc,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-11-01,2024-11-30,1.0,314,0
0e38604b-1787-4e99-8235-471c0ea67915,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-12-01,2024-12-31,0.94,1915,0
02c21745-cbcf-4499-b994-6f1578239a3e,Nurse-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2025-01-01,2025-01-31,1.0,3909,0
6ef5a67a-8a07-4ca9-8339-79dc0098de7f,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-02-01,2024-02-29,0.98,855,0
f96344b8-1a3e-40d2-9ab6-803990a0894d,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-03-01,2024-03-31,0.95,2172,0
5b01ff89-0585-4702-97d7-e1b293d17235,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-04-01,2024-04-30,1.0,3048,0
f52803e6-65f7-4c03-a1f5-442e78b2e6f8,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-05-01,2024-05-31,1.0,2847,0
a16aabcb-11e2-4898-8070-1dd4d88a3f9f,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-06-01,2024-06-30,1.0,904,0
ffd12284-9b26-464f-bd58-bed0130324e3,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-07-01,2024-07-31,0.82,2551,0
cfc99658-7c1f-4ab9-9621-97a586018aa4,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-08-01,2024-08-31,1.0,1793,0
18e393ed-e4fe-4f36-ad94-fcf4a1e1dcba,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-09-01,2024-09-30,1.0,508,0
372845cb-9ba5-4a1b-bf72-db7d12f7daf0,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-10-01,2024-10-31,1.0,632,0
44b2bb2a-5231-42f6-a3e2-163d9bf55fb8,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-11-01,2024-11-30,0.86,3575,0
b2e536d6-9e99-4a88-a997-339ae6277272,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-12-01,2024-12-31,0.52,2134,0
662751d1-a7e2-41f2-9a5a-1b0970b3af03,Nurse-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2025-01-01,2025-01-31,0.87,1100,0
869ec63e-da99-4323-9bf9-9e790f469af5,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-02-01,2024-02-29,0.83,2667,0
96f3bac6-6d71-4797-86e7-1f104d0563fa,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-03-01,2024-03-31,0.91,3034,0
a39ae0dc-3cf7-4f2c-9bc1-e3c96110680e,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-04-01,2024-04-30,0.82,767,0
e48eaca2-b891-4f6b-93b8-d8edb5b65ac7,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-05-01,2024-05-31,0.79,274,0
5098fc0d-838e-4110-b347-15af455dfde2,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-06-01,2024-06-30,1.0,2173,0
763983f8-7df3-4a58-9e03-f4d25ccfab15,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-07-01,2024-07-31,0.87,55,0
7b70a62c-e3dd-4e87-b4c1-d17e5ab14cd3,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-08-01,2024-08-31,0.73,4377,0
198c4e75-6c9c-4924-a064-cd19dfa1c581,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-09-01,2024-09-30,0.95,347,0
15286437-9853-4767-8e06-68fd1911ac1c,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-10-01,2024-10-31,0.91,1796,0
b30b9ce4-690f-4126-a396-f0f532e2958d,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-11-01,2024-11-30,0.97,1569,0
46ba2b2b-20c6-4862-aca6-7de7bd631b70,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-12-01,2024-12-31,1.0,1412,0
f65918b6-25ec-42b6-b75a-d048442388f9,Physician-language-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2025-01-01,2025-01-31,0.86,1238,0
d4a59f1d-ecfa-4cd2-baee-084c5db99ad3,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-02-01,2024-02-29,0.79,4354,0
ffc1715c-1dc1-434c-8451-51de5a6a1b79,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-03-01,2024-03-31,0.75,63,0
ff36dc6f-95fe-420e-bf43-e6653f3d0407,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-04-01,2024-04-30,0.88,4360,0
e6e853c7-3bc7-4206-8b4a-24b46473a514,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-05-01,2024-05-31,0.96,1992,0
6c557ade-3875-4fb6-98f4-fea5166689ce,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-06-01,2024-06-30,0.62,3890,0
da408cc0-3667-41db-b09b-51f51ef3a422,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-07-01,2024-07-31,0.93,1602,0
b0b6a57e-d374-409d-8aa1-f9705cdb2df4,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-08-01,2024-08-31,0.74,3603,0
af1f9167-f1a8-4e66-bc45-d8e6efab2dad,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-09-01,2024-09-30,0.8,3955,0
664eb8ac-86cd-4861-b5c8-f11b789d7519,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-10-01,2024-10-31,0.82,143,0
d4a7204e-27de-4b8f-a72e-39d19f86b46e,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-11-01,2024-11-30,0.86,3049,0
67730e73-c2fe-48ae-adbd-a4d46cb8ba4e,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-12-01,2024-12-31,0.9,270,0
93e3e3c3-b95b-44d6-847d-22755fca4675,Physician-informed-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2025-01-01,2025-01-31,0.92,758,0
9d4776b2-7d05-4968-ab7c-ee3ab85671a2,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-02-01,2024-02-29,0.12,2247,0
45e80ad2-2dc6-4852-a71a-f830b3cc1902,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-03-01,2024-03-31,0.1,2160,0
12c2897f-dc6b-4477-98cf-e790269f01b4,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-04-01,2024-04-30,0.15,88,0
0db10678-34a2-4e56-9cc1-1a936d4a5ea5,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-05-01,2024-05-31,0.13,2755,0
b73cbc75-caca-42d6-83c1-df0fba1509d5,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-06-01,2024-06-30,0.15,2119,0
63c817e0-dcd1-4b13-8bb1-3534ab9813e7,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-07-01,2024-07-31,0.13,1835,0
71c26a41-c6f6-4ed3-a683-db23c70fff5e,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-08-01,2024-08-31,0.12,4434,0
5b325bc2-34f3-4f69-93de-eecd37c66624,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-09-01,2024-09-30,0.13,1854,0
d40cf719-6c52-473c-bb97-ed08d831f566,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-10-01,2024-10-31,0.12,2997,0
d520bd8d-e61c-4341-8dad-0205a128e1a7,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-11-01,2024-11-30,0.14,1714,0
d3f8a96d-9a65-46f3-ab38-0f3c16750887,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2024-12-01,2024-12-31,0.11,3713,0
fb2775d4-ca6f-445b-94e0-a397f688e7e9,Readmission-Ratting-01,bd5d95b8-d13b-4e97-ae74-8139d6bcf114,2025-01-01,2025-01-31,0.12,4444,0
15ae6a06-2751-492c-a01f-af1834372f42,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,0.62,3818,0
e3119db7-1e9d-4a0e-aa4d-dd1b0413cf96,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.49,4105,0
4b010fa2-98e7-405c-a7ab-2198049bd76b,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,0.47,2946,0
b32c9277-b46d-43af-b278-7b9ba4c5f648,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,0.54,3731,0
255d9907-4c74-4987-80ca-11f4d6fa1807,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,0.62,3737,0
28cfe0ee-2af5-46fe-9f08-625b16fa4a8b,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,0.49,3089,0
0bdfc08e-8eec-4389-bf1a-f83e9bd68d9e,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,0.52,3906,0
fc188a7f-05fc-4f0a-8296-04f27b955185,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,0.53,4702,0
069780b1-2e0e-47dd-b4c5-1cc09ef16ef8,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,0.55,111,0
7ea638b7-c579-42a7-b44f-3d4fb7516d34,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,0.63,3819,0
533f89b9-0fe2-4adb-a802-6c3d6291bcc2,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,0.51,594,0
2270367c-fdef-48a4-a86f-bde574a62804,Transfer-01,3349c662-cdab-49d5-892d-9a038fcbb547,2025-01-01,2025-01-31,0.61,1601,0
06560b22-c8d2-4911-bd84-2e997676fe83,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,1.0,3032,0
0e668cfb-28bf-497e-8809-586bf4a338d7,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.9,2708,0
f5e5d8e7-1933-4c04-be04-a1fd64accca3,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,1.0,307,0
8516f6a0-ea9b-44d5-9377-3e24893661cc,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,1.0,2460,0
d6073817-b13f-4330-9776-aef0af4048b7,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,1.0,162,0
f2af6a75-18b8-4568-b416-1b56a1f1949f,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,1.0,2771,0
4afc778e-4d87-4bca-847a-b685500ad4be,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,0.87,4285,0
fa7b2f6a-84c9-411d-b433-f216589dceab,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,1.0,4201,0
4794867e-434c-48f5-a97d-931a11377759,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,0.88,4996,0
84039203-db07-4973-896e-8b92e77e5b6a,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,0.91,2417,0
41769f5a-d477-4b13-ac00-5bfeb0301a9b,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,1.0,2727,0
724f4496-4f74-4752-b973-8597d05c9d21,Hand-01,3349c662-cdab-49d5-892d-9a038fcbb547,2025-01-01,2025-01-31,0.98,4413,0
2acd6ede-7eba-4d2e-9967-d87bd53f1f12,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,0.99,1560,0
5bc81e12-eb08-48fe-8af7-764bc3c98b21,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.54,4857,0
f2e99826-1cb2-4c8d-9893-82e6c95a6f2e,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,0.94,4305,0
7d417054-6cbd-4ecc-ae04-e984aacb7e02,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,1.0,1850,0
95008d11-eb12-4665-b4b4-ba5f294ade79,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,0.96,3887,0
862db6b7-e588-42d6-982e-0642b65dc20b,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,0.83,719,0
cf85e63b-935d-4bd5-8df7-a2b186325c26,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,0.88,2912,0
5ead085d-41c6-4207-9fcb-cecbe67240e2,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,1.0,2019,0
b239523f-dd46-4900-856b-020c5a62c731,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,0.91,1411,0
5eebc15f-bc64-43b3-8fc2-102da7d4fbab,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,0.98,782,0
111aadf5-6874-4284-8747-c563d9b93f76,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,0.87,252,0
2c0e04c9-280b-4687-adcd-9db2e0ff34fb,Provider-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2025-01-01,2025-01-31,0.96,2615,0
457e0c74-6879-4d04-a044-c85319097897,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,1.0,2085,0
ca25b9c9-6431-4777-9c7b-82f6339f22ce,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.88,2296,0
917418fc-d70f-46c8-a5f7-39a0f78d719c,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,1.0,4776,0
ffbebd4f-2888-44bb-84d5-6fa87e96ab9c,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,0.85,4142,0
e7c36c4d-450f-43b6-87dd-f0b45d2f3371,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,0.77,1969,0
5fc47add-9424-4ecc-91b5-6eb881b003a3,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,0.88,2793,0
9d348231-d50f-4e0a-a968-25165cd2afe5,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,1.0,3721,0
51ee2463-e5bc-4f43-9f73-76b8a0e3ac7f,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,1.0,473,0
3e3656ce-6599-426b-bec6-5eef241dd0a3,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,1.0,1433,0
fc2f9aa4-7c12-4a2e-85d6-0b90b40ffd88,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,1.0,1205,0
60c282f5-9358-4a28-af22-57f3a018c6e9,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,1.0,3556,0
eda5c15a-80fc-4c95-8a23-a38fda9cac50,Care-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2025-01-01,2025-01-31,1.0,295,0
c0853fb4-098a-4870-a029-9a1423a3647b,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,0.72,4236,0
c68615ab-2853-449c-b667-39b132993601,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.8,1190,0
aaf6b0ce-32cd-4bd6-a049-51661d2a4c00,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,0.82,2030,0
8ca9e861-fb5d-4d58-9c00-d1c89951ce5e,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,0.93,643,0
95422ba9-66ab-4f9a-9bf1-b0c89da91d1e,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,0.83,1246,0
93b2bc9c-1178-421b-8d14-1182382f7206,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,0.89,1418,0
7e9f9af2-29dd-4041-bf67-eaecfbcd0993,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,0.86,873,0
c21dd512-686b-45a0-b77c-ad8d48139e11,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,0.67,2928,0
df00a6fa-47df-45f0-9d35-d77faeaff573,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,1.0,4869,0
9b018924-3c3b-48c2-aea1-fdafa856dea3,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,0.79,267,0
c9c02700-2719-4cf4-9519-b3533beb19c3,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,0.95,395,0
6c6029f9-53d0-4722-8f43-ba49c44a5f61,Clean-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2025-01-01,2025-01-31,0.93,617,0
4b7d8944-40a0-48c9-a33b-e4d28a57caec,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,0.82,4916,0
84a4c0c2-491f-4f1a-ba9d-36924e74682d,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.88,2248,0
ef19b138-e702-4d65-b782-e3ce29a5b88d,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,0.53,1585,0
b35beb0d-0889-4577-90d2-df8d20910025,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,0.79,4049,0
0efce2fe-e89b-4b0e-bf04-00099d73378e,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,0.63,4584,0
8e1b39d0-a6fb-4d6a-94fe-1072768f2b48,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,0.88,4898,0
5a1ee305-1fa4-4bce-9ab3-72a7252d7eae,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,0.63,1106,0
5316e6bf-7bc7-4179-a065-86c7a6434e5c,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,0.57,4938,0
1beab51d-454e-4cb4-9a93-a1851d09d1bc,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,1.0,3084,0
60a45a9b-0f0f-417f-84bb-909725843888,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,0.65,1686,0
3bed747e-1a75-40ef-8aca-b4f48b9069ac,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,0.68,2140,0
90fd94bb-5950-4406-a844-579d8489fd77,Quiet-Rating-01,3349c662-cdab-49d5-892d-9a038fcbb547,2025-01-01,2025-01-31,0.92,4322,0
cb87a701-073f-4344-b677-f831a05e2b82,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,0.88,2587,0
75fa168b-bcae-483d-8943-ded316efeb1b,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.82,3820,0
c372e6cd-2574-49b8-9d14-d78d9c78657f,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,0.87,3518,0
43010ed3-ca42-4dd5-9361-a5e9c36b620a,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,1.0,2501,0
9ed752e5-a26d-4183-be9f-dd49696de355,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,0.68,663,0
a77a032c-f431-4765-b6ca-cfbc41f731a5,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,0.77,1371,0
ffe912ab-558a-4d18-9934-8e083d920039,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,1.0,4753,0
85e082ec-d4b8-47fa-b666-1f1fd16c2d59,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-09-01,2024-09-30,0.83,2191,0
fc7f4486-08a5-434c-bc69-538cf999f342,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-10-01,2024-10-31,0.84,347,0
8ba32795-6e8f-4843-a72d-e2bd2f231f48,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-11-01,2024-11-30,0.6,2156,0
3a6212e1-855f-4a7c-8453-0e27871069a5,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-12-01,2024-12-31,0.88,235,0
25845617-3ddc-4f05-bb0f-0c8c74e4e78b,Patient-Concern-01,3349c662-cdab-49d5-892d-9a038fcbb547,2025-01-01,2025-01-31,1.0,2905,0
dfa44107-d11f-4ffd-bd6d-fbb715500427,Discharge-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-02-01,2024-02-29,0.79,597,0
9c1ef0d4-bd2a-4a78-bd70-98f9650eda95,Discharge-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-03-01,2024-03-31,0.99,764,0
37738827-ee47-4238-a85d-c414dc7aeb80,Discharge-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-04-01,2024-04-30,0.93,4573,0
ff90c867-0c7a-42bf-8564-2590af628e77,Discharge-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-05-01,2024-05-31,0.82,3090,0
823ef6f4-bb7c-4fec-93f8-5eba24329606,Discharge-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-06-01,2024-06-30,0.94,244,0
5efc3740-d3ea-48ae-b453-e956f7e8b9ac,Discharge-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-07-01,2024-07-31,0.79,3663,0
5f70a305-1ec2-439a-a0b9-a95daf20b899,Discharge-01,3349c662-cdab-49d5-892d-9a038fcbb547,2024-08-01,2024-08-31,0.86,1933,0
