subject,period.start,period.end,history.json
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:16', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Improving']}"
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:14:16', 'measure': 'Hand-01', 'acceptable_by': ['Goal Loss']}"
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:16', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:17', 'measure': 'Discharge-01', 'acceptable_by': ['Social Gain']}"
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:14:17', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2026-01-22T12:14:18', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Loss']}"
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:18', 'measure': 'Transfer-01', 'acceptable_by': ['Social Approach']}"
5be5d2b7-cae5-432b-b9cc-1b75695bc14e,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:18', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:19', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:14:19', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:19', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:20', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:14:20', 'measure': 'Hand-01', 'acceptable_by': ['Social Worse']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:20', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:14:21', 'measure': 'Discharge-01', 'acceptable_by': ['Worsening']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2026-01-22T12:14:21', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Loss']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:21', 'measure': 'Care-Rating-01', 'acceptable_by': ['Improving']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:14:22', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
62cfa69d-c48c-44a7-8d9a-9de32b98ebaf,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:14:22', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Goal Loss']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:23', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:14:23', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:23', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:14:23', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Worsening']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:14:24', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:14:24', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Worse']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:25', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Improving']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2026-01-22T12:14:25', 'measure': 'Hand-01', 'acceptable_by': ['Social Loss']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:26', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:14:26', 'measure': 'Nurse-language-01', 'acceptable_by': ['Goal Loss']}"
e623fb95-47e2-4872-827d-43a27c48373b,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:14:26', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:27', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:14:27', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:27', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:14:27', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Worsening']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:14:28', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:28', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:29', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Improving']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:29', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:14:29', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2026-01-22T12:14:30', 'measure': 'Physician-language-01', 'acceptable_by': ['Goal Gain']}"
01b3b57b-3ba3-4007-912f-be24ce25ebf6,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:30', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Gain']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:30', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:14:30', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:31', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:14:31', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:32', 'measure': 'Physician-language-01', 'acceptable_by': ['Improving']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:32', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:14:32', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:33', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Gain']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:14:33', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/004d3aeb-b90a-4e4d-8359-b190d1ab8532', 'message_template_name': 'Approach Peer Average', 'message_generated_datetime': '2026-01-22T12:14:33', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Approach']}"
d221ec33-d4e5-4b21-9616-9b7cd864c882,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:14:34', 'measure': 'Nurse-language-01', 'acceptable_by': ['Goal Loss']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:34', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:34', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:35', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Improving']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:14:35', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Worsening']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:14:35', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:14:36', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Worse']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2026-01-22T12:14:36', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Loss']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:36', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:37', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:14:37', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
bb3bf879-4e60-4672-85fe-632bbddead6f,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2026-01-22T12:14:38', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:38', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:38', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2026-01-22T12:14:38', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-05-01,2024-05-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:14:39', 'measure': 'Physician-language-01', 'acceptable_by': ['Goal Worse']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-06-01,2024-06-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2026-01-22T12:14:39', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Loss']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-07-01,2024-07-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/2bcbbc2c-37de-4b5c-ab0d-f3104e49cb50', 'message_template_name': 'Opportunity to Improve Peer Average', 'message_generated_datetime': '2026-01-22T12:14:40', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Worse']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-08-01,2024-08-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:40', 'measure': 'Hand-01', 'acceptable_by': ['Social Worse']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-09-01,2024-09-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:40', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-10-01,2024-10-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:41', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-11-01,2024-11-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2026-01-22T12:14:41', 'measure': 'Care-Rating-01', 'acceptable_by': ['Improving']}"
818bd1e7-e65d-4f40-acd8-7dded4101b00,2024-12-01,2024-12-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/c2a6f8d1-4b73-4e9a-9f6b-1e8c3a0d7f52', 'message_template_name': 'Opportunity to Improve Bottom 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:42', 'measure': 'Readmission-Ratting-01', 'acceptable_by': ['Social Worse']}"
f3bbd7c8-56d1-4b35-9f70-9376dec56c4e,2024-02-01,2024-02-29,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2026-01-22T12:14:42', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
f3bbd7c8-56d1-4b35-9f70-9376dec56c4e,2024-03-01,2024-03-31,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2026-01-22T12:14:42', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
f3bbd7c8-56d1-4b35-9f70-9376dec56c4e,2024-04-01,2024-04-30,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2026-01-22T12:14:42', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
